record_id,analysis_split,y_true,y_pred_original_all_liquid,y_pred_loo_sfe,delta_y_pred_loo_minus_original,prediction_changed,owens_wendt_original_all_liquid,owens_wendt_loo_sfe,delta_owens_wendt,residual_original_all_liquid,residual_loo_sfe,delta_residual,gate_original_all_liquid,gate_loo_sfe,delta_gate,abs_error_original_all_liquid,abs_error_loo_sfe,pcrnn_forward_recomputed,source_group_id,duplicate_policy
CA0594,source_disjoint_external,35.6,43.864479,53.342891693115234,9.478412693115231,yes,43.864481,53.34289929796282,9.478418297962826,-2e-06,-7.60484758899338e-06,-5.60484758899338e-06,0.0,0.0,0.0,8.264479,17.742891693115233,yes,SDX010,unique_or_condition_distinct_keep
CA0595,source_disjoint_external,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,SDX010,unique_or_condition_distinct_keep
CA0596,source_disjoint_external,96.8,96.357704,73.4698715209961,-22.887832479003904,yes,96.357709,73.46987262892243,-22.88783637107757,-5e-06,-1.1079263373403592e-06,3.892073662659641e-06,0.0,0.0,0.0,0.442296,23.330128479003903,yes,SDX010,unique_or_condition_distinct_keep
CA0597,source_disjoint_external,60.4,63.79147,68.18602752685547,4.394557526855472,yes,63.791472,68.18603363217099,4.394561632170991,-3e-06,-6.1053155206991505e-06,-3.1053155206991504e-06,0.0,0.0,0.0,3.39147,7.78602752685547,yes,SDX010,unique_or_condition_distinct_keep
CA0598,source_disjoint_external,37.9,25.936129,8.898544311523438,-17.037584688476564,yes,25.93613,8.898549401766413,-17.037580598233586,-1e-06,-5.090242975569481e-06,-4.090242975569481e-06,0.0,0.0,0.0,11.963871,29.00145568847656,yes,SDX010,unique_or_condition_distinct_keep
CA0599,source_disjoint_external,81.4,80.941483,55.83292007446289,-25.108562925537115,yes,80.941486,55.83292364927654,-25.10856235072346,-3e-06,-3.574813646878283e-06,-5.748136468782831e-07,0.0,0.0,0.0,0.458517,25.567079925537115,yes,SDX010,unique_or_condition_distinct_keep
CA0600,source_disjoint_external,44.9,49.10321,54.34035873413086,5.237148734130862,yes,49.103213,54.34036673823017,5.237153738230177,-2e-06,-8.004099314007362e-06,-6.004099314007363e-06,0.0,0.0,0.0,4.20321,9.44035873413086,yes,SDX010,unique_or_condition_distinct_keep
CA0601,source_disjoint_external,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,SDX010,unique_or_condition_distinct_keep
CA0602,source_disjoint_external,99.4,99.117729,84.29225158691406,-14.825477413085935,yes,99.117733,84.29225729543332,-14.825475704566685,-4e-06,-5.708519253744271e-06,-1.708519253744271e-06,0.0,0.0,0.0,0.282271,15.107748413085943,yes,SDX010,unique_or_condition_distinct_keep
CA0603,source_disjoint_external,66.8,68.913231,71.71210479736328,2.798873797363285,yes,68.913233,71.71211218774101,2.798879187741008,-2e-06,-7.390377732008346e-06,-5.390377732008347e-06,0.0,0.0,0.0,2.113231,4.912104797363284,yes,SDX010,unique_or_condition_distinct_keep
CA0604,source_disjoint_external,44.1,37.807606,32.00026321411133,-5.807342785888672,yes,37.807606,32.00026440007008,-5.80734159992992,-0.0,-1.1859587516482861e-06,-1.1859587516482861e-06,0.0,0.0,0.0,6.292394,12.099736785888673,yes,SDX010,unique_or_condition_distinct_keep
CA0605,source_disjoint_external,81.1,80.690819,58.064334869384766,-22.62648413061524,yes,80.690823,58.06433818018439,-22.6264848198156,-5e-06,-3.3107996273429308e-06,1.6892003726570696e-06,0.0,0.0,0.0,0.409181,23.03566513061523,yes,SDX010,unique_or_condition_distinct_keep
CA0606,source_disjoint_external,45.7,49.470268,54.22831726074219,4.75804926074219,yes,49.470272,54.22832281107512,4.758050811075115,-3e-06,-5.5503329292605486e-06,-2.5503329292605485e-06,0.0,0.0,0.0,3.770268,8.528317260742185,yes,SDX010,unique_or_condition_distinct_keep
CA0607,source_disjoint_external,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,SDX010,unique_or_condition_distinct_keep
CA0608,source_disjoint_external,61.3,65.367752,81.91639709472656,16.548645094726567,yes,65.367762,81.91640572262237,16.548643722622373,-1e-05,-8.627895809354413e-06,1.3721041906455875e-06,0.0,0.0,0.0,4.067752,20.616397094726565,yes,SDX007,unique_or_condition_distinct_keep
CA0609,source_disjoint_external,36.7,43.308624,78.1167221069336,34.80809810693359,yes,43.308627,78.11672569961264,34.80809869961264,-3e-06,-3.592679050257175e-06,-5.926790502571747e-07,0.0,0.0,0.0,6.608624,41.41672210693359,yes,SDX007,unique_or_condition_distinct_keep
CA0610,source_disjoint_external,44.8,26.618303,12.212139129638672,-14.406163870361329,yes,26.618308,12.21214000997815,-14.40616799002185,-5e-06,-8.80339477760117e-07,4.119660522239883e-06,0.0,0.0,0.0,18.181697,32.587860870361325,yes,SDX007,unique_or_condition_distinct_keep
CA0611,source_disjoint_external,83.2,84.369659,89.4123764038086,5.042717403808595,yes,84.369667,89.41238209575046,5.042715095750452,-8e-06,-5.691941865393346e-06,2.3080581346066534e-06,0.0,0.0,0.0,1.169659,6.212376403808591,yes,SDX007,unique_or_condition_distinct_keep
CA0612,source_disjoint_external,52.8,54.486362,65.4906005859375,11.0042385859375,yes,54.486367,65.49060404512517,11.004237045125166,-4e-06,-3.4591876669765043e-06,5.408123330234956e-07,0.0,0.0,0.0,1.686362,12.690600585937503,yes,SDX007,unique_or_condition_distinct_keep
CA0613,source_disjoint_external,58.8,54.786022,52.87627029418945,-1.9097517058105495,yes,54.786025,52.87627190154619,-1.9097530984538125,-3e-06,-1.6073567365992858e-06,1.3926432634007143e-06,0.0,0.0,0.0,4.013978,5.923729705810544,yes,SDX007,unique_or_condition_distinct_keep
CA0614,source_disjoint_external,70.0,70.665344,73.52679443359375,2.8614504335937454,yes,70.665349,73.52680022154746,2.861451221547455,-5e-06,-5.7879537109784e-06,-7.879537109783992e-07,0.0,0.0,0.0,0.665344,3.52679443359375,yes,SDX007,unique_or_condition_distinct_keep
CA0615,source_disjoint_external,50.1,51.04245,57.41585159301758,6.373401593017576,yes,51.042454,57.41585173792671,6.373397737926709,-4e-06,-1.449091300287364e-07,3.855090869971263e-06,0.0,0.0,0.0,0.94245,7.315851593017577,yes,SDX007,unique_or_condition_distinct_keep
CA0616,source_disjoint_external,41.4,38.560932,37.22063064575195,-1.340301354248048,yes,38.560936,37.22063204029107,-1.3403039597089261,-4e-06,-1.39453911884857e-06,2.6054608811514297e-06,0.0,0.0,0.0,2.839068,4.1793693542480455,yes,SDX007,unique_or_condition_distinct_keep
