sample_id,record_id,surface_group_id,source_group_id,v4_split,target_liquid_id,n_probes,n_unique_liquids,fit_status,boundary_fit,nnls_dispersion_mj_m2,nnls_polar_mj_m2,nnls_total_mj_m2,nnls_residual_norm,legacy_sqrt_dispersion,legacy_sqrt_polar,legacy_squared_dispersion_mj_m2,legacy_squared_polar_mj_m2,legacy_negative_coefficient,target_contact_angle_deg,nnls_physical_prediction_deg,legacy_squared_physical_prediction_deg
PA_CA0105,CA0105,SFC_FE6387F77D1C,SRC007,validation,LIQ_0F4168490E,1,1,insufficient_probes,no,,,,,,,,,no,69.3,,
PA_CA0106,CA0106,SFC_FE6387F77D1C,SRC007,validation,LIQ_6656B41AB7,1,1,insufficient_probes,no,,,,,,,,,no,31.6,,
PA_CA0119,CA0119,SFC_D5E6A21B8B20,SRC011,excluded_review,LIQ_6656B41AB7,3,3,interior_fit,no,18.445486567068222,14.023439419254466,32.46892598632269,2.9932280080955285,4.294820900464682,3.744788300993052,18.44548656706826,14.02343941925443,no,43.2,78.16138005798321,78.16138005798315
PA_CA0121,CA0121,SFC_D5E6A21B8B20,SRC011,excluded_review,LIQ_1BD1B94C09,3,3,interior_fit,no,35.0139072597855,5.369542926140332,40.38345018592583,5.992822891371716,5.917255044341543,2.3172274221880658,35.013907259785434,5.3695429261403484,no,56.7,51.497774321277596,51.49777432127763
PA_CA0122,CA0122,SFC_D5E6A21B8B20,SRC011,excluded_review,LIQ_53310FAFB3,3,3,interior_fit,no,35.54059386248353,6.006834970211738,41.547428832695275,3.7835133957112568,5.961593231887225,2.450884528126882,35.54059386248356,6.006834970211729,no,57.0,38.481878920692374,38.481878920692324
PA_CA0130,CA0130,SFC_D5E6A21B8B20,SRC011,excluded_review,LIQ_0F4168490E,3,3,interior_fit,no,38.229250985733316,1.3379678853139152,39.56721887104723,1.7983108942977495,6.182980752495784,1.156705617395337,38.22925098573333,1.3379678853139276,no,72.8,88.85218458056075,88.85218458056069
PA_CA0143,CA0143,SFC_158AAEDEF9ED,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,38.74446073567864,0.5146234198704261,39.25908415554907,0.0,6.2245048586757985,0.7173725809301791,38.74446073567862,0.5146234198704264,no,76.3,93.48779788390725,93.48779788390725
PA_CA0144,CA0144,SFC_158AAEDEF9ED,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,13.075094276010207,15.524306249206512,28.59940052521672,0.0,3.615949982509465,3.940089624514462,13.0750942760102,15.524306249206512,no,41.7,89.1600118976276,89.16001189762761
PA_CA0145,CA0145,SFC_158AAEDEF9ED,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,38.74446073567868,4.993541507985814,43.738002243664496,0.0,6.224504858675803,2.2346233481251017,38.74446073567868,4.99354150798584,no,58.2,36.62856962202555,36.628569622025445
PA_CA0146,CA0146,SFC_2B64446C7017,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,40.74771816221801,0.8284245020535461,41.57614266427155,0.0,6.383393937570983,0.9101782803679414,40.747718162217986,0.8284245020535429,no,82.7,90.15057562746577,90.15057562746578
PA_CA0147,CA0147,SFC_2B64446C7017,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,27.52976367857469,5.355860276219879,32.88562395479457,0.0,5.246881328806156,2.314273163699544,27.52976367857465,5.3558602762198975,no,37.7,61.81562529138378,61.81562529138386
PA_CA0148,CA0148,SFC_2B64446C7017,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,40.74771816221805,2.4687455716539923,43.21646373387204,0.0,6.383393937570989,1.571224227045271,40.74771816221805,2.468745571654009,no,53.3,44.136334670903764,44.136334670903686
PA_CA0149,CA0149,SFC_DE2A842947A3,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,43.845545962299056,1.213263084386479,45.05880904668553,0.0,6.621596934448595,1.1014822215480713,43.845545962299035,1.2132630843864745,no,72.3,86.24679791034333,86.24679791034336
PA_CA0150,CA0150,SFC_DE2A842947A3,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,20.52943711240378,13.574537591247807,34.10397470365159,0.0,4.530942188155105,3.6843639330619626,20.529437112403773,13.574537591247815,no,30.9,74.25163189154424,74.25163189154424
PA_CA0151,CA0151,SFC_DE2A842947A3,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,43.84554596229909,5.370803428844866,49.21634939114396,0.0,6.621596934448601,2.3174993913364674,43.84554596229911,5.370803428844897,no,46.7,24.950529012969252,24.95052901296901
PA_CA0152,CA0152,SFC_F38D9A54A3DA,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,40.74771816221801,2.455367892413208,43.203086054631214,0.0,6.383393937570984,1.5669613563879645,40.74771816221799,2.4553678924132094,no,78.1,82.74830806409736,82.74830806409736
PA_CA0153,CA0153,SFC_F38D9A54A3DA,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,32.29143236950317,5.918548813563784,38.20998118306695,0.0,5.682555091638195,2.4328067768657218,32.29143236950317,5.918548813563782,no,37.7,53.51848512213737,53.51848512213737
PA_CA0154,CA0154,SFC_F38D9A54A3DA,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,40.747718162218064,3.8990459247881395,44.646764087006204,0.0,6.383393937570988,1.974600193656469,40.74771816221804,3.899045924788165,no,44.2,37.72596763060408,37.72596763060402
PA_CA0155,CA0155,SFC_728CE2CDF422,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,42.666923488007356,1.038832391395748,43.70575587940311,0.0,6.5319923061809675,1.0192312747339245,42.666923488007356,1.0388323913957407,no,86.2,87.8320867350994,87.83208673509942
PA_CA0156,CA0156,SFC_728CE2CDF422,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,39.47255936540742,1.761443223653096,41.234002589060516,0.0,6.282719106040587,1.327193740059487,39.472559365407434,1.7614432236530895,no,33.6,40.27295953811623,40.27295953811621
PA_CA0157,CA0157,SFC_728CE2CDF422,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,42.66692348800741,1.3554072335484735,44.02233072155589,0.0,6.531992306180971,1.164219581328406,42.6669234880074,1.3554072335484888,no,49.4,47.38200623233213,47.38200623233203
PA_CA0158,CA0158,SFC_18B35400A3DF,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,39.35767037924625,0.9680645709346705,40.32573495018092,0.0,6.2735691898030606,0.9839027243252613,39.35767037924623,0.968064570934671,no,77.6,90.1289779983945,90.1289779983945
PA_CA0159,CA0159,SFC_18B35400A3DF,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,19.115175675321968,11.109345163318563,30.22452083864053,0.0,4.372090538326253,3.3330684306384373,19.115175675321943,11.109345163318576,no,40.5,76.88900610846127,76.88900610846133
PA_CA0160,CA0160,SFC_18B35400A3DF,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,39.35767037924629,4.3676264990332845,43.72529687827957,0.0,6.273569189803065,2.089886719186786,39.35767037924629,4.3676264990333085,no,54.1,38.071482068308725,38.07148206830865
PA_CA0161,CA0161,SFC_A2A13A70D232,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,35.38216165976541,1.0356580772917847,36.417819737057194,0.0,5.948290650242757,1.0176728734184581,35.382161659765394,1.0356580772917812,no,79.7,92.14045321582735,92.14045321582739
PA_CA0162,CA0162,SFC_A2A13A70D232,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,16.435958914877073,11.27481623804047,27.71077515291754,0.0,4.054128625842685,3.357799314735836,16.435958914877094,11.27481623804045,no,48.0,82.09008649412989,82.09008649412985
PA_CA0163,CA0163,SFC_A2A13A70D232,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,35.382161659765416,4.491861424133114,39.87402308389853,0.0,5.948290650242758,2.1194011947088103,35.382161659765416,4.491861424133132,no,58.7,43.977224185135285,43.97722418513525
PA_CA0164,CA0164,SFC_1A0DE38C2B6C,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,42.93501010934509,1.526567956255803,44.4615780656009,0.0,6.552481217778886,1.2355435873557026,42.93501010934507,1.5265679562557986,no,66.7,85.24499270463474,85.24499270463477
PA_CA0165,CA0165,SFC_1A0DE38C2B6C,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,14.53659776046017,21.348065085145965,35.88466284560614,0.0,3.8126890458651546,4.620396637210487,14.536597760460143,21.34806508514598,no,33.0,85.993689424891,85.99368942489104
PA_CA0166,CA0166,SFC_1A0DE38C2B6C,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,42.93501010934514,8.003963905520958,50.938974014866105,0.0,6.552481217778891,2.8291277640857775,42.93501010934514,8.00396390552099,no,46.0,10.235278262077843,10.235278262077484
PA_CA0167,CA0167,SFC_B939DB90B487,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,38.22609388629722,1.1174413011746551,39.34353518747188,0.0,6.182725441607222,1.0570909616370046,38.22609388629722,1.1174413011746471,no,85.3,89.97390965132644,89.97390965132647
PA_CA0168,CA0168,SFC_B939DB90B487,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,29.9064457380364,3.7607063727919847,33.66715211082838,0.0,5.468678609868782,1.9392540763891666,29.906445738036354,3.7607063727919994,no,42.7,57.686721838498556,57.686721838498634
PA_CA0169,CA0169,SFC_B939DB90B487,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,38.22609388629726,2.167997530649428,40.39409141694669,0.0,6.182725441607225,1.472412147005532,38.22609388629726,2.1679975306494406,no,54.6,49.10217397752503,49.10217397752498
PA_CA0170,CA0170,SFC_20F9A903B6D3,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,43.54693651061128,1.7971018838598767,45.344038394471156,0.0,6.599010267503095,1.3405602872903055,43.54693651061127,1.7971018838598665,no,70.8,83.71539956976211,83.71539956976216
PA_CA0171,CA0171,SFC_20F9A903B6D3,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,21.868581855866104,13.80754654463013,35.67612840049623,0.0,4.676385554663568,3.7158507161389216,21.86858185586609,13.807546544630137,no,31.6,71.80660346735773,71.80660346735776
PA_CA0172,CA0172,SFC_20F9A903B6D3,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,43.54693651061134,6.045912664200583,49.592849174811924,0.0,6.5990102675030995,2.458843765716036,43.54693651061133,6.045912664200616,no,43.6,21.985995573926086,21.985995573926015
PA_CA0173,CA0173,SFC_B194AD3300AA,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,37.27738418939296,0.8191982159485138,38.09658240534147,0.0,6.105520795918474,0.905095694359724,37.277384189392954,0.8191982159485109,no,70.0,92.25047723795805,92.25047723795808
PA_CA0174,CA0174,SFC_B194AD3300AA,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,7.641048674158602,25.331561971591537,32.97261064575014,0.0,2.764244684205544,5.033046986825326,7.641048674158608,25.331561971591494,no,44.5,102.96373200179798,102.96373200179795
PA_CA0175,CA0175,SFC_B194AD3300AA,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,37.277384189393004,8.114120342284476,45.391504531677484,0.0,6.105520795918477,2.848529505250825,37.277384189393,8.114120342284508,no,57.7,27.46157126598799,27.46157126598785
PA_CA0176,CA0176,SFC_518FE42D18EE,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,44.180630734995454,2.1747766287746195,46.35540736377007,0.0,6.64685118947276,1.4747123884929594,44.18063073499545,2.1747766287746093,no,67.9,81.84083654355857,81.84083654355862
PA_CA0177,CA0177,SFC_518FE42D18EE,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,21.101568557959713,16.090763404117983,37.192331962077695,0.0,4.593644365638207,4.011329381155082,21.101568557959645,16.09076340411801,no,30.1,73.20144265048424,73.20144265048435
PA_CA0178,CA0178,SFC_518FE42D18EE,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,44.1806307349955,7.12328445187084,51.30391518686634,0.0,6.646851189472764,2.6689481920544784,44.1806307349955,7.123284451870869,no,40.6,12.533482728887137,12.533482728886842
PA_CA0179,CA0179,SFC_5B4B735AB969,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,37.9120235167005,0.7075461008206224,38.61956961752112,0.0,6.157274032938642,0.8411575957099948,37.91202351670049,0.7075461008206191,no,84.9,92.58915705406653,92.58915705406656
PA_CA0180,CA0180,SFC_5B4B735AB969,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,24.82448523776442,5.2561248973624135,30.080610135126832,0.0,4.982417609731687,2.292624020061381,24.82448523776442,5.256124897362407,no,43.3,66.54054011775517,66.54054011775517
PA_CA0181,CA0181,SFC_5B4B735AB969,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,37.91202351670054,2.324118540907509,40.23614205760805,0.0,6.157274032938644,1.5245059989739382,37.912023516700515,2.3241185409075253,no,57.7,48.81727097168764,48.8172709716876
PA_CA0182,CA0182,SFC_C21C1D938B32,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,42.486306211089094,1.7947823994483265,44.281088610537424,0.0,6.518152054922399,1.3396948904315176,42.486306211089094,1.7947823994483159,no,71.5,84.32269217663001,84.32269217663004
PA_CA0183,CA0183,SFC_C21C1D938B32,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,21.20114339502541,13.71915127671537,34.920294671740784,0.0,4.604469936379798,3.703937266843946,21.201143395025376,13.7191512767154,no,34.0,73.01954785946369,73.01954785946376
PA_CA0184,CA0184,SFC_C21C1D938B32,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,42.48630621108912,6.016114819982154,48.50242103107128,0.0,6.5181520549224,2.4527769609123,42.4863062110891,6.016114819982178,no,45.1,24.7654271461899,24.76542714618984
PA_CA0185,CA0185,SFC_7CE7C443ED47,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,43.19962780918939,1.4824097312127689,44.682037540402156,0.0,6.572642376486748,1.2175424966763027,43.19962780918936,1.4824097312127644,no,76.7,85.29935698533036,85.2993569853304
PA_CA0186,CA0186,SFC_7CE7C443ED47,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,27.823762736428808,7.957600190658788,35.7813629270876,0.0,5.274823479172433,2.820921868939088,27.82376273642877,7.957600190658797,no,32.4,61.3047249552938,61.30472495529388
PA_CA0187,CA0187,SFC_7CE7C443ED47,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,43.19962780918943,3.890406366392662,47.09003417558209,0.0,6.572642376486752,1.9724113076112404,43.19962780918942,3.8904063663926833,no,45.9,33.59053305590325,33.59053305590319
PA_CA0188,CA0188,SFC_3A912BE10F78,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,37.91202351670048,1.1679052836181476,39.079928800318626,0.0,6.1572740329386395,1.0806966658679689,37.91202351670046,1.1679052836181443,no,77.6,89.89560857826,89.89560857826002
PA_CA0189,CA0189,SFC_3A912BE10F78,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,18.416870313090552,11.463411923261924,29.88028223635248,0.0,4.291488123377549,3.3857660762760764,18.41687031309056,11.463411923261898,no,43.3,78.21612210291288,78.21612210291286
PA_CA0190,CA0190,SFC_3A912BE10F78,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,37.91202351670054,4.691210248024209,42.60323376472475,0.0,6.157274032938644,2.1659201850539724,37.912023516700515,4.691210248024234,no,54.7,39.19888605101482,39.19888605101475
PA_CA0191,CA0191,SFC_A85159655264,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,39.20530164492592,1.2084082330280577,40.41370987795398,0.0,6.261413709772411,1.099276231448699,39.2053016449259,1.2084082330280537,no,76.8,88.92133142374121,88.92133142374124
PA_CA0192,CA0192,SFC_A85159655264,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,19.58340882840876,11.34119721060171,30.92460603901047,0.0,4.4253145457028,3.3676694034007686,19.583408828408775,11.341197210601688,no,40.8,76.00877992485049,76.00877992485047
PA_CA0193,CA0193,SFC_A85159655264,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,39.205301644925946,4.696897263159328,43.902198908085275,0.0,6.261413709772413,2.1672326278365572,39.20530164492594,4.696897263159349,no,52.8,37.00697905679171,37.006979056791614
PA_CA0194,CA0194,SFC_FFB6C9027014,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,42.39543749612158,1.5671606779267797,43.96259817404836,0.0,6.511177888533037,1.251862883037426,42.395437496121545,1.5671606779267764,no,69.2,85.36550428491897,85.36550428491901
PA_CA0195,CA0195,SFC_FFB6C9027014,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,16.87060148122887,17.821990777262847,34.692592258491715,0.0,4.10738377574203,4.221609974555071,16.870601481228856,17.82199077726287,no,34.2,81.22470694680031,81.22470694680034
PA_CA0196,CA0196,SFC_FFB6C9027014,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,42.39543749612162,7.022583440849098,49.41802093697072,0.0,6.511177888533041,2.6500157435096736,42.39543749612159,7.022583440849128,no,46.5,19.560549476613613,19.5605494766135
PA_CA0197,CA0197,SFC_A4D0CCDC96C9,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,42.30419887628997,2.725765881156217,45.02996475744619,0.0,6.504167808128105,1.650989364337701,42.30419887628995,2.7257658811562058,no,64.0,80.89723577295607,80.89723577295612
PA_CA0198,CA0198,SFC_A4D0CCDC96C9,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,16.394753916879587,21.94127819572007,38.33603211259965,0.0,4.049043580511275,4.684151811771272,16.394753916879566,21.941278195720095,no,34.4,82.17261882279364,82.17261882279368
PA_CA0199,CA0199,SFC_A4D0CCDC96C9,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,42.30419887629002,9.480229222586402,51.784428098876425,0.0,6.504167808128109,3.0789980874606657,42.30419887629001,9.480229222586438,no,40.6,0.0,0.0
PA_CA0200,CA0200,SFC_122E5AC99B75,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,40.6016771786686,1.7184162459057661,42.32009342457437,0.0,6.371944536691183,1.3108837652155747,40.601677178668616,1.718416245905762,no,73.5,85.72641495606358,85.72641495606359
PA_CA0201,CA0201,SFC_122E5AC99B75,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,20.576223184923247,12.808952103082222,33.38517528800547,0.0,4.53610220177227,3.5789596397671524,20.576223184923233,12.808952103082225,no,38.0,74.16541747223886,74.1654174722389
PA_CA0202,CA0202,SFC_122E5AC99B75,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,40.60167717866865,5.658169819350574,46.25984699801923,0.0,6.371944536691185,2.3786907784221554,40.60167717866864,5.6581698193506,no,48.1,30.484265443169782,30.484265443169704
PA_CA0203,CA0203,SFC_AF7901E44BC5,SRC021,train,LIQ_0F4168490E,3,3,boundary_fit,yes,45.5174266658053,0.0,45.5174266658053,16.521913389333694,6.875701608099221,-0.3024003141950436,47.27527260361821,0.09144595002526108,yes,148.4,97.73562609714786,93.36641990659587
PA_CA0204,CA0204,SFC_AF7901E44BC5,SRC021,train,LIQ_53310FAFB3,3,3,boundary_fit,yes,26.26029348382246,0.0,26.26029348382246,23.23809062342999,7.185283095055053,-3.797337073978787,51.62829315608392,14.419768853413775,yes,13.7,81.38232524650299,0.0
PA_CA0205,CA0205,SFC_AF7901E44BC5,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,27.09512238401989,0.0,27.09512238401989,27.122459571774215,10.794069964629347,-5.97193600914242,116.5119464013134,35.66401969729189,yes,10.1,62.57147640298383,0.0
PA_CA0206,CA0206,SFC_AF7901E44BC5,SRC021,train,LIQ_1BD1B94C09,3,3,boundary_fit,yes,39.590520148957374,0.0,39.590520148957374,28.043732068333608,7.940871709092323,-2.948326450529786,63.057443500262835,8.692628858893567,yes,88.0,69.20835031541715,0.0
PA_CA0207,CA0207,SFC_64CEEFE0D7DB,SRC021,train,LIQ_0F4168490E,3,3,boundary_fit,yes,43.191526364998566,0.0,43.191526364998566,18.941450291577326,6.849583355728924,-0.6504389100626826,46.9167921470787,0.4230707757235305,yes,157.0,99.03296980905216,89.64411910651914
PA_CA0208,CA0208,SFC_64CEEFE0D7DB,SRC021,train,LIQ_53310FAFB3,3,3,boundary_fit,yes,23.389552485177674,0.0,23.389552485177674,25.57129323871787,7.1127003291841,-4.194653491760877,50.5905059727756,17.595117915941717,yes,14.2,85.11406512452788,0.0
PA_CA0209,CA0209,SFC_64CEEFE0D7DB,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,23.45935010232339,0.0,23.45935010232339,29.155995998124297,10.615030962426943,-6.167240055508605,112.67888233328266,38.034849902269784,yes,10.0,68.954159851924,0.0
PA_CA0210,CA0210,SFC_64CEEFE0D7DB,SRC021,train,LIQ_1BD1B94C09,3,3,boundary_fit,yes,38.12959735729311,0.0,38.12959735729311,30.16834403882027,7.991057527925185,-3.2476146721439187,63.85700041460977,10.547001058724453,yes,94.5,70.74724955730366,0.0
PA_CA0211,CA0211,SFC_6A9094C843B2,SRC021,train,LIQ_0F4168490E,3,3,interior_fit,no,44.21052362951592,0.01149354845717938,44.2220171779731,0.0726493241424368,6.649099460040882,0.10720796825413133,44.210523629515954,0.01149354845717883,no,129.3,97.24330640142249,97.2433064014225
PA_CA0212,CA0212,SFC_6A9094C843B2,SRC021,train,LIQ_53310FAFB3,3,3,boundary_fit,yes,35.191682420144936,0.0,35.191682420144936,16.00365484789836,7.11865886317002,-2.186120755975893,50.67530401018908,4.779123959708609,yes,59.1,70.66498720235596,6.097303976388141
PA_CA0213,CA0213,SFC_6A9094C843B2,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,33.51065973849813,0.0,33.51065973849813,15.725027349397251,10.311367753323047,-4.832590914187634,106.32430494427038,23.35393494388887,yes,30.0,51.36275713347915,0.0
PA_CA0214,CA0214,SFC_6A9094C843B2,SRC021,train,LIQ_1BD1B94C09,3,3,boundary_fit,yes,34.38188526965672,0.0,34.38188526965672,15.83895769472148,7.0268297987781825,-2.0800700306529634,49.376337020997035,4.32669133242062,yes,63.5,74.76984697996178,34.32627716015141
PA_CA0215,CA0215,SFC_FF57CC803397,SRC021,train,LIQ_0F4168490E,3,3,interior_fit,no,47.27716209487403,0.16046455152025038,47.43762664639428,5.653093870084355,6.875839010249879,0.4005802685108789,47.277162094874036,0.16046455152024786,no,103.8,92.2604154414527,92.26041544145274
PA_CA0216,CA0216,SFC_FF57CC803397,SRC021,train,LIQ_53310FAFB3,3,3,boundary_fit,yes,43.53161522876258,0.0,43.53161522876258,3.9810638649548644,6.952092208170214,-0.6527453607473903,48.331586070901004,0.4260765059772407,yes,38.6,61.286004516217886,47.27536779263144
PA_CA0217,CA0217,SFC_FF57CC803397,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,46.72795795699168,0.0,46.72795795699168,7.544483707522232,7.986952410710395,-1.2300907912151078,63.79140881095259,1.5131233546322098,yes,18.5,23.340355743169052,0.0
