outer_fold,config_key,max_delta_cos,source_balance,residual_penalty,expert_set,n_experts,inner_oof_mae_deg,inner_oof_source_median_mae_deg,weights_json,median_best_epoch
2,delta0.15_unbalanced_rp0.05,0.15,False,0.05,physics+neural,2,12.062722042956981,19.535937817891913,"{""neural"": 0.9999999999998633, ""physics"": 1.366684543313568e-13}",95
2,delta0.15_unbalanced_rp0.05,0.15,False,0.05,physics+neural+xgboost,3,10.576349419679056,15.906440974210017,"{""neural"": 0.4213822058140702, ""physics"": 0.05928158248857529, ""xgboost"": 0.5193362116973544}",95
2,delta0.15_unbalanced_rp0.05,0.15,False,0.05,physics+neural+random_forest,3,10.555820796266218,17.427201659561952,"{""neural"": 0.2116933949978579, ""physics"": 0.0, ""random_forest"": 0.7883066050021421}",95
2,delta0.15_unbalanced_rp0.05,0.15,False,0.05,physics+neural+xgboost+random_forest,4,10.362938992955034,16.10701752721665,"{""neural"": 0.27471594926419063, ""physics"": 0.0, ""random_forest"": 0.4189624326408199, ""xgboost"": 0.30632161809498953}",95
2,delta0.25_balanced_rp0.02,0.25,True,0.02,physics+neural,2,12.294928502127458,18.99457330284178,"{""neural"": 0.8714884080752923, ""physics"": 0.1285115919247078}",84
2,delta0.25_balanced_rp0.02,0.25,True,0.02,physics+neural+xgboost,3,10.509982880202552,15.529374551763208,"{""neural"": 0.35680463965067033, ""physics"": 0.11907975204576564, ""xgboost"": 0.5241156083035641}",84
2,delta0.25_balanced_rp0.02,0.25,True,0.02,physics+neural+random_forest,3,10.576826402737401,16.982075761713705,"{""neural"": 0.25068124579966444, ""physics"": 0.0, ""random_forest"": 0.7493187542003354}",84
2,delta0.25_balanced_rp0.02,0.25,True,0.02,physics+neural+xgboost+random_forest,4,10.364500286015518,15.632713681871195,"{""neural"": 0.27691387849738425, ""physics"": 0.0, ""random_forest"": 0.4236965291613575, ""xgboost"": 0.2993895923412581}",84
2,delta0.25_balanced_rp0.05,0.25,True,0.05,physics+neural,2,12.290567176702023,18.98743585613945,"{""neural"": 0.8682537003204153, ""physics"": 0.13174629967958473}",85
2,delta0.25_balanced_rp0.05,0.25,True,0.05,physics+neural+xgboost,3,10.513228355669186,15.526411256285133,"{""neural"": 0.35531429563620637, ""physics"": 0.120160650601467, ""xgboost"": 0.5245250537623267}",85
2,delta0.25_balanced_rp0.05,0.25,True,0.05,physics+neural+random_forest,3,10.573458545351947,16.975842958288016,"{""neural"": 0.2510477231108154, ""physics"": 2.761472420089589e-14, ""random_forest"": 0.7489522768891571}",85
2,delta0.25_balanced_rp0.05,0.25,True,0.05,physics+neural+xgboost+random_forest,4,10.365946964386458,15.63630119417384,"{""neural"": 0.2748370530109837, ""physics"": 0.0, ""random_forest"": 0.4282156252693451, ""xgboost"": 0.29694732171967136}",85
2,delta0.25_unbalanced_rp0.02,0.25,False,0.02,physics+neural,2,11.273641538045492,18.4886118888855,"{""neural"": 1.0, ""physics"": 0.0}",43
2,delta0.25_unbalanced_rp0.02,0.25,False,0.02,physics+neural+xgboost,3,10.331334933849117,15.668908411636004,"{""neural"": 0.5773436141287736, ""physics"": 0.0, ""xgboost"": 0.4226563858712265}",43
